,sex,month,fips,year,deaths,deaths.pred,pop.adj,rate.adj,cause,sex.long,deaths.added.median,deaths.added.mean,deaths.added.ll,deaths.added.ul,deaths.added.two.deg.median,deaths.added.two.deg.mean,deaths.added.two.deg.ll,deaths.added.two.deg.ul,month.short,full_name,code_name,perc.mean,perc.ul,perc.ll
258,1,3,23,2016,286,286,652227.3526,0.000438497,Cardiopulmonary,Male,-1.521520953,-1.490459304,-2.741833476,-0.017654598,-3.021745437,-2.961212478,-5.452252596,-0.014753718,Mar,Maine,ME,-0.005211396,-6.17E-05,-0.00958683
259,1,3,24,2016,845,845,2913553.312,0.000290024,Cardiopulmonary,Male,-5.693679183,-5.695142464,-8.522039397,-2.880326662,-11.33197226,-11.32566299,-16.93689707,-5.720406277,Mar,Maryland,MD,-0.006739814,-0.003408671,-0.010085254
260,1,3,25,2016,873,873,3303159.614,0.000264292,Cardiopulmonary,Male,-10.80064854,-10.79950248,-14.10255539,-7.777824609,-21.44945396,-21.4382414,-27.94094999,-15.46491389,Mar,Massachusetts,MA,-0.012370564,-0.008909307,-0.01615413
261,1,3,26,2016,1921,1921,4882923.972,0.000393412,Cardiopulmonary,Male,-9.933466773,-9.950378036,-15.22502081,-5.273594152,-19.7892179,-19.8095977,-30.29489529,-10.49817532,Mar,Michigan,MI,-0.005179791,-0.002745234,-0.00792557
262,1,3,27,2016,708,708,2743071.045,0.000258105,Cardiopulmonary,Male,-2.347756531,-2.371263646,-4.403275928,-0.363960329,-4.676632481,-4.723188189,-8.771299642,-0.725072869,Mar,Minnesota,MN,-0.003349242,-0.000514068,-0.006219316
263,1,3,28,2016,649,649,1449532.271,0.000447731,Cardiopulmonary,Male,-4.517508203,-4.526346025,-6.941256973,-2.18543696,-8.974670084,-8.993559375,-13.78598106,-4.346110109,Mar,Mississippi,MS,-0.006974339,-0.003367391,-0.010695311
264,1,3,29,2016,1146,1146,2990217.643,0.00038325,Cardiopulmonary,Male,-6.514799798,-6.583025625,-9.66553728,-3.825681283,-12.97417432,-13.10555055,-19.22892719,-7.622033934,Mar,Missouri,MO,-0.00574435,-0.003338291,-0.008434151
265,1,3,30,2016,181,181,523379.3179,0.000345829,Cardiopulmonary,Male,-0.484870897,-0.472329613,-1.273659955,0.329025369,-0.958439809,-0.930151754,-2.519159602,0.67327062,Mar,Montana,MT,-0.002609556,0.00181782,-0.007036795
266,1,3,31,2016,271,271,949261.4305,0.000285485,Cardiopulmonary,Male,-1.278634531,-1.299400817,-2.26224885,-0.37138486,-2.545898895,-2.586119001,-4.497947714,-0.739424336,Mar,Nebraska,NE,-0.004794837,-0.001370424,-0.008347782
267,1,3,32,2016,514,514,1468011.979,0.000350133,Cardiopulmonary,Male,-1.578699117,-1.579221682,-3.781674803,0.684160926,-3.128844987,-3.131352357,-7.502941086,1.380922104,Mar,Nevada,NV,-0.003072416,0.001331052,-0.007357344
268,1,3,33,2016,213,213,660016.4862,0.000322719,Cardiopulmonary,Male,-0.827269427,-0.817448185,-1.9361165,0.24918067,-1.636247011,-1.614550649,-3.842683423,0.514277225,Mar,New Hampshire,NH,-0.003837785,0.001169862,-0.009089749
269,1,3,34,2016,1379,1379,4368746.091,0.000315651,Cardiopulmonary,Male,-13.27459757,-13.1883913,-17.36755902,-9.238246536,-26.39962339,-26.22190812,-34.43453999,-18.40644583,Mar,New Jersey,NJ,-0.009563736,-0.006699236,-0.012594314
270,1,3,35,2016,375,375,1031320.091,0.000363612,Cardiopulmonary,Male,0.36692594,0.356302379,-1.751486433,2.273865978,0.781347087,0.750457495,-3.459154764,4.614846351,Mar,New Mexico,NM,0.00095014,0.006063643,-0.00467063
271,1,3,36,2016,3140,3140,9593215.136,0.000327315,Cardiopulmonary,Male,-24.68462297,-24.80506834,-33.27869264,-17.22917716,-49.13946025,-49.36338469,-66.13280548,-34.3133463,Mar,New York,NY,-0.007899703,-0.005486999,-0.01059831
272,1,3,37,2016,1507,1507,4922443.861,0.000306149,Cardiopulmonary,Male,-13.51753199,-13.45169163,-17.99086892,-8.71294334,-26.86475989,-26.73807004,-35.75736382,-17.34731514,Mar,North Carolina,NC,-0.008926139,-0.005781648,-0.011938201
273,1,3,38,2016,107,107,388913.7612,0.000275125,Cardiopulmonary,Male,-0.560279001,-0.558051679,-1.048141648,-0.109850132,-1.113822357,-1.108143399,-2.082827187,-0.20944163,Mar,North Dakota,ND,-0.005215436,-0.001026637,-0.009795716
274,1,3,39,2016,2276,2276,5690257.834,0.000399982,Cardiopulmonary,Male,-14.70853647,-14.69087806,-19.84180847,-8.869375909,-29.29147797,-29.24768407,-39.4724597,-17.66484368,Mar,Ohio,OH,-0.006454692,-0.003896914,-0.008717842
275,1,3,4,2016,1142,1142,3429782.815,0.000332966,Cardiopulmonary,Male,-3.745429981,-3.761371303,-7.981550969,0.459415614,-7.433616225,-7.464927329,-15.85013917,0.95067939,Mar,Arizona,AZ,-0.00329367,0.00040229,-0.006989099
276,1,3,40,2016,767,767,1942164.885,0.00039492,Cardiopulmonary,Male,-5.609301232,-5.622051299,-8.027264933,-3.306420718,-11.15864727,-11.18080672,-15.9600092,-6.575488948,Mar,Oklahoma,OK,-0.007329923,-0.004310848,-0.010465795
277,1,3,41,2016,639,639,2018375.063,0.000316591,Cardiopulmonary,Male,-4.978338244,-4.964259397,-7.825313901,-2.078445053,-9.884756335,-9.860614218,-15.52286189,-4.140761401,Mar,Oregon,OR,-0.007768794,-0.003252653,-0.012246188
278,1,3,42,2016,2313,2313,6261850.213,0.00036938,Cardiopulmonary,Male,-22.94991452,-23.0531686,-29.39344614,-17.15353324,-45.63697731,-45.84664709,-58.38990168,-34.14413044,Mar,Pennsylvania,PA,-0.009966783,-0.007416141,-0.012707932
279,1,3,44,2016,144,144,512780.9233,0.000280822,Cardiopulmonary,Male,-1.139390297,-1.153083624,-1.965150217,-0.375891736,-2.254961745,-2.280510749,-3.883857618,-0.741310561,Mar,Rhode Island,RI,-0.008007525,-0.002610359,-0.013646877
280,1,3,45,2016,824,824,2400532.601,0.000343257,Cardiopulmonary,Male,-7.424271715,-7.418601183,-10.4208102,-4.414126799,-14.74976092,-14.74146727,-20.68487537,-8.78290508,Mar,South Carolina,SC,-0.009003157,-0.00535695,-0.012646614
281,1,3,46,2016,169,169,435169.5966,0.000388354,Cardiopulmonary,Male,-0.504000516,-0.514053238,-1.272714001,0.137224581,-0.997874885,-1.018990488,-2.533071915,0.280956454,Mar,South Dakota,SD,-0.003041735,0.00081198,-0.007530852
282,1,3,47,2016,1317,1317,3236113.436,0.00040697,Cardiopulmonary,Male,-6.970833021,-6.951073192,-10.6949447,-3.375768612,-13.88138511,-13.8343855,-21.27897847,-6.701638044,Mar,Tennessee,TN,-0.00527796,-0.002563226,-0.008120687
283,1,3,48,2016,3415,3415,13782209.87,0.000247783,Cardiopulmonary,Male,-20.55439113,-20.4587598,-29.77238563,-11.02071984,-40.92721431,-40.71504574,-59.20886209,-21.8602074,Mar,Texas,TX,-0.005990852,-0.003227151,-0.008718122
284,1,3,49,2016,310,310,1528568.003,0.000202804,Cardiopulmonary,Male,-0.514886552,-0.52122373,-2.034084274,1.026358476,-1.013228803,-1.016004,-4.041725273,2.078847309,Mar,Utah,UT,-0.001681367,0.003310834,-0.006561562
285,1,3,5,2016,623,623,1466593.368,0.000424794,Cardiopulmonary,Male,-3.544128282,-3.522549185,-5.585171118,-1.49666252,-7.050008602,-6.998666549,-11.10689742,-2.956152846,Mar,Arkansas,AR,-0.005654172,-0.002402348,-0.008964962
286,1,3,50,2016,106,106,308467.7314,0.000343634,Cardiopulmonary,Male,-0.296307097,-0.297707563,-0.946205173,0.327991467,-0.584168783,-0.585698068,-1.875921714,0.669972659,Mar,Vermont,VT,-0.002808562,0.003094259,-0.008926464
287,1,3,51,2016,1181,1181,4133677.309,0.000285702,Cardiopulmonary,Male,-7.193078952,-7.209604891,-11.0484947,-3.539236816,-14.31720069,-14.33788729,-21.97310712,-7.014559894,Mar,Virginia,VA,-0.006104661,-0.002996814,-0.009355203
288,1,3,53,2016,1051,1051,3627029.089,0.000289769,Cardiopulmonary,Male,-8.555034351,-8.557112648,-12.54449715,-4.468539642,-16.99672961,-17.00444016,-24.92961921,-8.851792112,Mar,Washington,WA,-0.008141877,-0.004251703,-0.011935773
289,1,3,54,2016,390,390,907209.3902,0.00042989,Cardiopulmonary,Male,-2.404961813,-2.376951404,-3.738877675,-0.921290876,-4.788343417,-4.728925582,-7.42554796,-1.83789859,Mar,West Virginia,WV,-0.006094747,-0.002362284,-0.009586866
290,1,3,55,2016,1013,1013,2871870.701,0.000352732,Cardiopulmonary,Male,-6.358249313,-6.386949855,-9.616280963,-3.571198727,-12.66674284,-12.7146925,-19.12705267,-7.103439607,Mar,Wisconsin,WI,-0.006304985,-0.003525369,-0.009492874
291,1,3,56,2016,86,86,298922.2013,0.0002877,Cardiopulmonary,Male,-0.516951802,-0.518807681,-1.059734482,0.000681785,-1.019060011,-1.022155259,-2.097006539,0.022056545,Mar,Wyoming,WY,-0.006032647,7.93E-06,-0.012322494
292,1,3,6,2016,5127,5127,19480241.59,0.00026319,Cardiopulmonary,Male,-36.40559526,-36.3261297,-49.39754311,-22.56810973,-72.49446201,-72.33233845,-98.19017664,-44.99533341,Mar,California,CA,-0.00708526,-0.004401816,-0.009634785
293,1,3,8,2016,758,758,2775103.611,0.000273143,Cardiopulmonary,Male,-2.747214012,-2.724293348,-5.56742017,0.251375091,-5.450723761,-5.411059804,-11.07823231,0.521557579,Mar,Colorado,CO,-0.003594055,0.000331629,-0.007344881
294,1,3,9,2016,544,544,1747110.866,0.000311371,Cardiopulmonary,Male,-4.965901542,-4.948769267,-6.94060379,-2.960426394,-9.868349148,-9.833871744,-13.77699875,-5.890397653,Mar,Connecticut,CT,-0.009097002,-0.00544196,-0.012758463
295,1,4,1,2016,951,982.7,2355151.975,0.000417255,Cardiopulmonary,Male,-5.987858984,-5.937319356,-9.537630998,-2.158245269,-11.90438736,-11.80219242,-18.95410915,-4.277913493,Apr,Alabama,AL,-0.006243238,-0.002269448,-0.010029055
296,1,4,10,2016,142,146.7333333,460177.7178,0.000318862,Cardiopulmonary,Male,-1.307629395,-1.301693426,-2.195834023,-0.335405739,-2.590103015,-2.581311022,-4.331506753,-0.661547128,Apr,Delaware,DE,-0.009166855,-0.002362012,-0.01546362
297,1,4,11,2016,84,86.8,322443.8057,0.000269194,Cardiopulmonary,Male,-0.346926781,-0.352065146,-0.933931325,0.245859844,-0.687553924,-0.696740278,-1.855604257,0.499896023,Apr,District of Columbia,DC,-0.004191252,0.002926903,-0.01111823
298,1,4,12,2016,3509,3625.966667,10041771.59,0.000361088,Cardiopulmonary,Male,-34.76493877,-35.0958248,-48.92883278,-22.62723644,-69.16837867,-69.76343117,-97.13846137,-45.03550475,Apr,Florida,FL,-0.01000166,-0.006448343,-0.013943811
299,1,4,13,2016,1348,1392.933333,5013582.434,0.000277832,Cardiopulmonary,Male,-9.775707954,-9.691906987,-14.49196337,-4.817617355,-19.45135722,-19.27800449,-28.80302737,-9.598448054,Apr,Georgia,GA,-0.007189842,-0.0035739,-0.010750715
300,1,4,16,2016,258,266.6,841029.4868,0.000316992,Cardiopulmonary,Male,-0.881042451,-0.904596621,-2.358844087,0.444671258,-1.748583713,-1.792026085,-4.691004316,0.902397963,Apr,Idaho,ID,-0.003506188,0.001723532,-0.009142807
301,1,4,17,2016,1747,1805.233333,6295484.112,0.000286751,Cardiopulmonary,Male,-6.551148627,-6.438676674,-11.72954763,-0.908184746,-13.03116699,-12.80564868,-23.34205157,-1.724592688,Apr,Illinois,IL,-0.003685562,-0.000519854,-0.006714109
302,1,4,18,2016,1079,1114.966667,3268228.61,0.000341153,Cardiopulmonary,Male,-4.322765331,-4.34580927,-7.781884504,-0.832002767,-8.59901875,-8.650085401,-15.49416224,-1.645540766,Apr,Indiana,IN,-0.004027627,-0.000771087,-0.007212127
303,1,4,19,2016,498,514.6,1557907.229,0.000330315,Cardiopulmonary,Male,-2.943812376,-2.929693613,-4.631378697,-1.152410915,-5.847273206,-5.821544577,-9.201372804,-2.286570727,Apr,Iowa,IA,-0.005882919,-0.002314078,-0.009299957
304,1,4,20,2016,434,448.4666667,1448706.448,0.000309564,Cardiopulmonary,Male,-2.496659943,-2.501595941,-4.014912388,-1.029010207,-4.960478121,-4.973309498,-7.96815377,-2.041708604,Apr,Kansas,KS,-0.005764046,-0.002370991,-0.00925095
305,1,4,21,2016,807,833.9,2185276.263,0.000381599,Cardiopulmonary,Male,-5.195652358,-5.204668474,-7.942052806,-2.403174401,-10.33689346,-10.34320256,-15.79471289,-4.769780851,Apr,Kentucky,KY,-0.006449403,-0.002977911,-0.009841453
306,1,4,22,2016,832,859.7333333,2288397.957,0.000375692,Cardiopulmonary,Male,-10.23583735,-10.24980691,-13.4832793,-6.705804261,-20.31808685,-20.34407528,-26.72890726,-13.29800056,Apr,Louisiana,LA,-0.012319479,-0.008059861,-0.016205865
307,1,4,23,2016,243,251.1,652346.1336,0.000384918,Cardiopulmonary,Male,-1.115419973,-1.123368138,-2.40748391,0.224641625,-2.218008096,-2.229751341,-4.786169715,0.467067025,Apr,Maine,ME,-0.004622914,0.000924451,-0.009907341
308,1,4,24,2016,832,859.7333333,2913856.271,0.00029505,Cardiopulmonary,Male,-4.999667079,-5.006144606,-8.149979058,-1.996769162,-9.933088281,-9.957258722,-16.20559334,-3.960617879,Apr,Maryland,MD,-0.006017001,-0.002399963,-0.009795648
309,1,4,25,2016,905,935.1666667,3303992.405,0.000283041,Cardiopulmonary,Male,-10.61181859,-10.6246507,-14.19816641,-7.118784164,-21.08278167,-21.10357065,-28.17529117,-14.16575836,Apr,Massachusetts,MA,-0.011739946,-0.00786606,-0.015688582
310,1,4,26,2016,1777,1836.233333,4883525.897,0.000376006,Cardiopulmonary,Male,-6.173290328,-6.055359806,-11.08530141,-0.31302769,-12.28147895,-12.05317934,-22.07863043,-0.571557511,Apr,Michigan,MI,-0.003407631,-0.000176155,-0.006238211
311,1,4,27,2016,657,678.9,2744601.08,0.000247358,Cardiopulmonary,Male,-2.397176037,-2.410961605,-4.595448862,-0.313395321,-4.774655076,-4.796282186,-9.140904238,-0.605474152,Apr,Minnesota,MN,-0.003669652,-0.00047701,-0.006994595
312,1,4,28,2016,561,579.7,1449280.534,0.000399992,Cardiopulmonary,Male,-3.409273244,-3.429445849,-5.78518455,-1.178334059,-6.777496751,-6.815207055,-11.47907645,-2.340183462,Apr,Mississippi,MS,-0.006113094,-0.002100417,-0.010312272
313,1,4,29,2016,1108,1144.933333,2990825.822,0.000382815,Cardiopulmonary,Male,-6.818799696,-6.749081925,-10.12769877,-3.413904111,-13.56898215,-13.43625154,-20.14891855,-6.803765515,Apr,Missouri,MO,-0.006091229,-0.003081141,-0.009140522
314,1,4,30,2016,181,187.0333333,523847.8354,0.000357038,Cardiopulmonary,Male,-0.511892917,-0.51075805,-1.372763344,0.35363363,-1.000286603,-1.005024494,-2.729448325,0.715014583,Apr,Montana,MT,-0.002821868,0.001953777,-0.007584328
315,1,4,31,2016,275,284.1666667,949734.6858,0.000299206,Cardiopulmonary,Male,-1.463512988,-1.480516377,-2.582073969,-0.391940045,-2.910687026,-2.944633052,-5.132716499,-0.777899,Apr,Nebraska,NE,-0.005383696,-0.001425237,-0.00938936
316,1,4,32,2016,502,518.7333333,1470022.937,0.000352874,Cardiopulmonary,Male,-1.463951118,-1.454081516,-3.845223851,0.869187765,-2.891426702,-2.873972997,-7.634202115,1.774815022,Apr,Nevada,NV,-0.002896577,0.00173145,-0.007659808
317,1,4,33,2016,200,206.6666667,660297.9905,0.00031299,Cardiopulmonary,Male,-0.699672949,-0.695725322,-1.786554892,0.475074187,-1.389140095,-1.37268908,-3.537861922,0.955480497,Apr,New Hampshire,NH,-0.003478627,0.002375371,-0.008932774
318,1,4,34,2016,1163,1201.766667,4368400.903,0.000275104,Cardiopulmonary,Male,-10.65993171,-10.71571817,-14.88730486,-6.345557636,-21.2009976,-21.30322005,-29.55453723,-12.62532253,Apr,New Jersey,NJ,-0.009213859,-0.005456197,-0.012800778
319,1,4,35,2016,326,336.8666667,1031095.81,0.000326707,Cardiopulmonary,Male,0.54933134,0.548094343,-1.31871998,2.369142975,1.121948307,1.126636347,-2.598935543,4.778403016,Apr,New Mexico,NM,0.001681271,0.00726731,-0.004045153
320,1,4,36,2016,2829,2923.3,9591226.077,0.000304789,Cardiopulmonary,Male,-20.830746,-20.90495854,-30.08606878,-12.02888676,-41.4792419,-41.60226053,-59.78488394,-23.94890475,Apr,New York,NY,-0.007389522,-0.004251992,-0.010634878
321,1,4,37,2016,1421,1468.366667,4925970.093,0.000298087,Cardiopulmonary,Male,-12.41356766,-12.47189181,-17.28575021,-8.20191793,-24.67677898,-24.79291269,-34.32138084,-16.34001463,Apr,North Carolina,NC,-0.008776842,-0.005771934,-0.012164497
322,1,4,38,2016,95,98.16666667,388931.8216,0.000252401,Cardiopulmonary,Male,-0.415498153,-0.425813106,-0.889497811,-0.00598488,-0.823277751,-0.844066571,-1.76688597,-0.007103079,Apr,North Dakota,ND,-0.004482243,-6.30E-05,-0.009363135
323,1,4,39,2016,2071,2140.033333,5690731.593,0.000376056,Cardiopulmonary,Male,-10.1984915,-10.18039161,-16.15396014,-3.462462247,-20.30593456,-20.27169752,-32.13878138,-6.904302039,Apr,Ohio,OH,-0.004915689,-0.001671879,-0.007800077
324,1,4,4,2016,963,995.1,3434189.239,0.000289763,Cardiopulmonary,Male,-3.270596113,-3.264027703,-6.909011884,0.667919279,-6.513438619,-6.478901813,-13.75343203,1.36159348,Apr,Arizona,AZ,-0.003389437,0.000693582,-0.007174467
325,1,4,40,2016,707,730.5666667,1942748.33,0.000376048,Cardiopulmonary,Male,-4.987389548,-5.026191342,-7.537494758,-2.66087129,-9.916266976,-9.982515362,-14.95779354,-5.284032402,Apr,Oklahoma,OK,-0.007109182,-0.003763609,-0.010661237
326,1,4,41,2016,553,571.4333333,2021276.637,0.000282709,Cardiopulmonary,Male,-3.609051006,-3.599313672,-6.0916189,-1.126478786,-7.168885447,-7.146659029,-12.10595926,-2.227185441,Apr,Oregon,OR,-0.006508705,-0.002037032,-0.011015586
327,1,4,42,2016,2210,2283.666667,6261618.129,0.000364709,Cardiopulmonary,Male,-19.61285694,-19.65143273,-27.05271035,-11.99338996,-39.0149215,-39.09321596,-53.67711552,-23.89070005,Apr,Pennsylvania,PA,-0.008892051,-0.005426873,-0.012241045
328,1,4,44,2016,147,151.9,512880.9194,0.00029617,Cardiopulmonary,Male,-0.88375108,-0.880950492,-1.79057718,0.019189869,-1.747314603,-1.745799848,-3.552663661,0.057141319,Apr,Rhode Island,RI,-0.00599286,0.000130543,-0.012180797
329,1,4,45,2016,786,812.2,2403018.917,0.000337992,Cardiopulmonary,Male,-6.648169545,-6.64030274,-9.976352229,-3.596331801,-13.21599226,-13.18975841,-19.7787647,-7.152142604,Apr,South Carolina,SC,-0.008448222,-0.004575486,-0.01269256
330,1,4,46,2016,153,158.1,435539.5687,0.000362998,Cardiopulmonary,Male,-0.583038764,-0.590739155,-1.300892031,0.067686816,-1.154928707,-1.17014417,-2.579910015,0.140001687,Apr,South Dakota,SD,-0.00386104,0.000442397,-0.008502562
331,1,4,47,2016,1192,1231.733333,3238263.923,0.000380368,Cardiopulmonary,Male,-6.417954743,-6.454435293,-10.58565815,-2.484969723,-12.76891523,-12.84624692,-21.04615847,-4.932395244,Apr,Tennessee,TN,-0.005414795,-0.002084706,-0.008880586
332,1,4,48,2016,3233,3340.766667,13798764.18,0.000242106,Cardiopulmonary,Male,-18.7048184,-18.8397075,-29.5752782,-7.620719602,-37.23526185,-37.45680349,-58.8021791,-15.16988361,Apr,Texas,TX,-0.005827314,-0.002357167,-0.009147936
333,1,4,49,2016,269,277.9666667,1531031.354,0.000181555,Cardiopulmonary,Male,-0.197391853,-0.228365881,-1.71929126,1.161951904,-0.370872753,-0.429877729,-3.394022739,2.365317501,Apr,Utah,UT,-0.000848944,0.004319524,-0.006391417
334,1,4,5,2016,613,633.4333333,1467023.409,0.000431781,Cardiopulmonary,Male,-3.122440145,-3.144556301,-5.516903963,-0.735347546,-6.205803264,-6.246073534,-10.95893173,-1.453847938,Apr,Arkansas,AR,-0.005129782,-0.001199588,-0.008999843
335,1,4,50,2016,78,80.6,308466.1386,0.000261293,Cardiopulmonary,Male,-0.232168529,-0.235842777,-0.766975523,0.29139169,-0.459282265,-0.46491146,-1.52031805,0.585534685,Apr,Vermont,VT,-0.003023625,0.003735791,-0.00983302
336,1,4,51,2016,1048,1082.933333,4134726.685,0.000261912,Cardiopulmonary,Male,-6.151421879,-6.099637131,-10.00275996,-2.243696486,-12.23165222,-12.13061579,-19.88284682,-4.469883488,Apr,Virginia,VA,-0.005820264,-0.002140932,-0.009544618
337,1,4,53,2016,892,921.7333333,3631859.714,0.000253791,Cardiopulmonary,Male,-6.77740495,-6.779763353,-10.43856113,-3.159086862,-13.46836452,-13.47758385,-20.70424583,-6.260853823,Apr,Washington,WA,-0.007600632,-0.003541577,-0.011702423
338,1,4,54,2016,383,395.7666667,906780.9125,0.000436452,Cardiopulmonary,Male,-2.175838133,-2.178342083,-3.700610231,-0.616598404,-4.327621033,-4.332268837,-7.354056179,-1.201214151,Apr,West Virginia,WV,-0.005687577,-0.001609918,-0.009662168
339,1,4,55,2016,845,873.1666667,2872388.19,0.000303986,Cardiopulmonary,Male,-5.527176237,-5.540521301,-8.445396549,-2.72690677,-11.00666105,-11.0266587,-16.78931162,-5.421248542,Apr,Wisconsin,WI,-0.00655683,-0.003227109,-0.009994552
340,1,4,56,2016,83,85.76666667,298928.156,0.000286914,Cardiopulmonary,Male,-0.604203113,-0.597605138,-1.174424723,-0.06186521,-1.196189284,-1.179479079,-2.320215531,-0.108905858,Apr,Wyoming,WY,-0.007200062,-0.000745364,-0.014149695
341,1,4,6,2016,4686,4842.2,19484628.77,0.000248514,Cardiopulmonary,Male,-31.97249239,-31.86216651,-44.77632685,-18.0972557,-63.68782842,-63.45237992,-89.08308939,-36.05215309,Apr,California,CA,-0.006799438,-0.003861984,-0.009555341
342,1,4,8,2016,624,644.8,2778705.202,0.000232051,Cardiopulmonary,Male,-2.288495248,-2.288971554,-4.765472005,0.40001154,-4.542399715,-4.54324828,-9.46637709,0.833336484,Apr,Colorado,CO,-0.003668224,0.000641044,-0.007636974
343,1,4,9,2016,499,515.6333333,1746603.087,0.000295221,Cardiopulmonary,Male,-4.368567804,-4.342171375,-6.453126763,-2.193590124,-8.682132807,-8.627882812,-12.80930405,-4.359959496,Apr,Connecticut,CT,-0.008701746,-0.004395972,-0.012932118
344,1,5,1,2016,941,941,2355363.788,0.000399514,Cardiopulmonary,Male,-1.901864448,-1.948728287,-5.471715373,1.736834119,-3.760018169,-3.852806617,-10.88497382,3.513579774,May,Alabama,AL,-0.002070912,0.001845732,-0.005814788
345,1,5,10,2016,138,138,460419.1085,0.000299727,Cardiopulmonary,Male,-0.926558821,-0.915964419,-1.790205739,0.044366377,-1.836462345,-1.808614332,-3.534703758,0.098849831,May,Delaware,DE,-0.006637423,0.000321495,-0.012972505
346,1,5,11,2016,69,69,322829.8231,0.000213735,Cardiopulmonary,Male,0.034578562,0.033647007,-0.475089668,0.524014653,0.078864594,0.074600634,-0.939623323,1.064734583,May,District of Columbia,DC,0.000487638,0.007594415,-0.006885358
347,1,5,12,2016,3300,3300,10055710.06,0.000328172,Cardiopulmonary,Male,-18.68030814,-19.02018602,-32.11711933,-6.632767582,-37.14079248,-37.82926499,-63.76002477,-13.22297572,May,Florida,FL,-0.005763693,-0.00200993,-0.00973246
348,1,5,13,2016,1351,1351,5016962.231,0.000269286,Cardiopulmonary,Male,-4.645043197,-4.666237582,-9.42996688,0.068708775,-9.256805451,-9.283735537,-18.75350742,0.157571088,May,Georgia,GA,-0.003453914,5.09E-05,-0.00697999
349,1,5,16,2016,237,237,842258.6281,0.000281386,Cardiopulmonary,Male,-0.00125021,-0.006051842,-1.275691805,1.269547393,0.011645906,0.001426943,-2.525166833,2.57192518,May,Idaho,ID,-2.55E-05,0.00535674,-0.005382666
350,1,5,17,2016,1787,1787,6293662.743,0.000283936,Cardiopulmonary,Male,-0.25227102,-0.194219147,-5.434992541,4.88984749,-0.452178346,-0.349448783,-10.79363521,9.819744281,May,Illinois,IL,-0.000108684,0.002736344,-0.003041406
351,1,5,18,2016,1022,1022,3268882.004,0.000312645,Cardiopulmonary,Male,-0.890328922,-0.934765692,-4.11189691,2.381548222,-1.764692563,-1.843675045,-8.168361461,4.802359343,May,Indiana,IN,-0.000914644,0.002330282,-0.004023382
352,1,5,19,2016,475,475,1558501.853,0.00030478,Cardiopulmonary,Male,-0.89253497,-0.90900331,-2.725166402,0.913557935,-1.775684789,-1.806686174,-5.423431574,1.835034314,May,Iowa,IA,-0.001913691,0.00192328,-0.005737192
353,1,5,20,2016,443,443,1448238.77,0.000305889,Cardiopulmonary,Male,-0.941582017,-0.946002496,-2.701723031,0.652197298,-1.87116928,-1.875514139,-5.383476414,1.30817491,May,Kansas,KS,-0.002135446,0.001472229,-0.006098698
354,1,5,21,2016,772,772,2185902.645,0.000353172,Cardiopulmonary,Male,-2.406308367,-2.418867409,-5.149725895,0.276085202,-4.775402446,-4.792710834,-10.24117472,0.594745003,May,Kentucky,KY,-0.003133248,0.000357623,-0.006670629
355,1,5,22,2016,820,820,2288873.86,0.000358255,Cardiopulmonary,Male,-6.702241651,-6.723998757,-10.24055301,-3.276704487,-13.30721345,-13.35377671,-20.32179185,-6.485950741,May,Louisiana,LA,-0.008199998,-0.003995981,-0.012488479
356,1,5,23,2016,265,265,652462.7573,0.000406153,Cardiopulmonary,Male,-0.281073205,-0.269113904,-1.659300079,1.239866089,-0.551381416,-0.524709198,-3.299926014,2.507455589,May,Maine,ME,-0.001015524,0.00467874,-0.00626151
357,1,5,24,2016,750,750,2914153.884,0.000257365,Cardiopulmonary,Male,-1.431376114,-1.424796469,-4.232377683,1.361369609,-2.835195826,-2.814421856,-8.392839004,2.747158386,May,Maryland,MD,-0.001899729,0.001815159,-0.00564317
358,1,5,25,2016,839,839,3304804.81,0.000253873,Cardiopulmonary,Male,-6.628118094,-6.631269089,-10.09400205,-3.262563124,-13.18451031,-13.18074518,-20.03422687,-6.496501198,May,Massachusetts,MA,-0.007903777,-0.003888633,-0.012030992
359,1,5,26,2016,1688,1688,4884120.031,0.00034561,Cardiopulmonary,Male,0.770369938,0.75283827,-4.297141213,5.713158168,1.590125062,1.548371843,-8.541853345,11.49161405,May,Michigan,MI,0.000445994,0.003384572,-0.0025457
360,1,5,27,2016,644,644,2746087.692,0.000234515,Cardiopulmonary,Male,-0.826661536,-0.830291046,-3.005757257,1.439801795,-1.641224469,-1.646090634,-5.971930905,2.902202201,May,Minnesota,MN,-0.001289272,0.002235717,-0.004667325
361,1,5,28,2016,612,612,1449039.142,0.000422349,Cardiopulmonary,Male,-1.494075992,-1.4959734,-4.079313603,1.079044958,-2.961409445,-2.960513222,-8.121937001,2.18278198,May,Mississippi,MS,-0.002444401,0.001763145,-0.006665545
362,1,5,29,2016,980,980,2991418.437,0.000327604,Cardiopulmonary,Male,-3.215126796,-3.203450323,-6.524817769,-0.00645538,-6.39802218,-6.367678404,-12.99148699,0.003047832,May,Missouri,MO,-0.003268827,-6.59E-06,-0.006657977
363,1,5,30,2016,161,161,524302.9474,0.000307074,Cardiopulmonary,Male,-0.019643081,-0.014174823,-0.777784208,0.769748683,-0.034172665,-0.022468566,-1.54708865,1.545057324,May,Montana,MT,-8.80E-05,0.004781048,-0.004830958
