"cause","cause.sub","icd"
"4659","Respiratory infections",9
"4660","Respiratory infections",9
"4661","Respiratory infections",9
"4800","Respiratory infections",9
"4801","Respiratory infections",9
"4802","Respiratory infections",9
"4808","Respiratory infections",9
"4809","Respiratory infections",9
"4810","Respiratory infections",9
"4820","Respiratory infections",9
"4821","Respiratory infections",9
"4822","Respiratory infections",9
"4823","Respiratory infections",9
"4824","Respiratory infections",9
"4828","Respiratory infections",9
"4829","Respiratory infections",9
"4830","Respiratory infections",9
"4850","Respiratory infections",9
"4860","Respiratory infections",9
"4870","Respiratory infections",9
"4871","Respiratory infections",9
"4878","Respiratory infections",9
"J000","Respiratory infections",10
"J010","Respiratory infections",10
"J011","Respiratory infections",10
"J013","Respiratory infections",10
"J014","Respiratory infections",10
"J018","Respiratory infections",10
"J019","Respiratory infections",10
"J020","Respiratory infections",10
"J028","Respiratory infections",10
"J029","Respiratory infections",10
"J030","Respiratory infections",10
"J038","Respiratory infections",10
"J039","Respiratory infections",10
"J040","Respiratory infections",10
"J041","Respiratory infections",10
"J042","Respiratory infections",10
"J050","Respiratory infections",10
"J051","Respiratory infections",10
"J060","Respiratory infections",10
"J068","Respiratory infections",10
"J069","Respiratory infections",10
"J090","Respiratory infections",10
"J100","Respiratory infections",10
"J101","Respiratory infections",10
"J108","Respiratory infections",10
"J110","Respiratory infections",10
"J111","Respiratory infections",10
"J118","Respiratory infections",10
"J120","Respiratory infections",10
"J121","Respiratory infections",10
"J122","Respiratory infections",10
"J123","Respiratory infections",10
"J128","Respiratory infections",10
"J129","Respiratory infections",10
"J130","Respiratory infections",10
"J140","Respiratory infections",10
"J150","Respiratory infections",10
"J151","Respiratory infections",10
"J152","Respiratory infections",10
"J153","Respiratory infections",10
"J154","Respiratory infections",10
"J155","Respiratory infections",10
"J156","Respiratory infections",10
"J157","Respiratory infections",10
"J158","Respiratory infections",10
"J159","Respiratory infections",10
"J160","Respiratory infections",10
"J168","Respiratory infections",10
"J180","Respiratory infections",10
"J181","Respiratory infections",10
"J182","Respiratory infections",10
"J188","Respiratory infections",10
"J189","Respiratory infections",10
"J200","Respiratory infections",10
"J201","Respiratory infections",10
"J202","Respiratory infections",10
"J204","Respiratory infections",10
"J205","Respiratory infections",10
"J206","Respiratory infections",10
"J208","Respiratory infections",10
"J209","Respiratory infections",10
"J210","Respiratory infections",10
"J218","Respiratory infections",10
"J219","Respiratory infections",10
"J220","Respiratory infections",10
