"year","cause","sex","percmin","perc25","perc50","perc75","percmax"
2014,"Cardiopulmonary",2,34.5059345059345,38.591893780573,40.5616942909761,41.615284411637,45.9642629061478
2014,"External",1,6.2181561233218,8.71049164192847,9.28576296599196,10.1014961938927,13.1649077923462
2014,"External",2,3.10490992582126,4.45370776656428,4.88285835015728,5.51027217693884,8.06589383770592
2014,"Other",1,22.5576380826008,25.7726657859556,26.6065085917251,27.7258566978193,31.8869473437317
2014,"Other",2,27.1139422582965,31.4412378303199,32.7597402597403,34.3086647353174,37.3945373945374
2015,"Cancer",1,19.2875662270319,22.7480182560653,23.3692986758215,24.062864441606,25.5240027045301
2015,"Cancer",2,17.4663200189081,20.6267806267806,21.2391481280521,22.6158038147139,24.3789473684211
2015,"Cardiopulmonary",1,35.3473649136447,38.4468976018272,39.4902785076195,40.9952647144298,45.3209093099847
2015,"Cardiopulmonary",2,34.8108556420771,38.9363722697056,40.5158069883527,42.0643860793265,46.4959311284592
2015,"External",1,6.26186638008239,8.53333333333333,9.63367672711714,10.4817518248175,14.3137254901961
2015,"External",2,3.30603772143194,4.54045129334067,5.09359739555073,5.64111747851003,7.8121167525141
2015,"Other",1,23.0942244356976,26.2515592828051,27.0951391064157,28.5239660840976,33.4730431667562
2015,"Other",2,26.9909806179236,31.4947368421053,32.8743545611015,34.4015530025777,37.2606948711888
2016,"Cancer",1,18.9699296225208,22.1712311867752,23.0130453078973,23.9242685025818,25.4078747008919
2016,"Cancer",2,17.0826010544815,20.5277044854881,21.1128667207584,22.5630733944954,23.5794487921062
2016,"Cardiopulmonary",1,34.8706099815157,38.1294964028777,39.3674522037249,40.662084443821,45.6615805055796
2016,"Cardiopulmonary",2,33.9319867518776,38.3793103448276,40.1398855481878,41.5003990422985,45.524863293506
2016,"External",1,6.81469317816728,9.07264814194844,9.88777569299395,10.7794760701248,13.1765185072043
2016,"External",2,3.48841676591494,4.66028154528508,5.22510680249754,5.8311345646438,7.8804347826087
2016,"Other",1,22.6068473392545,25.7813404329205,27.6286757331408,28.9699947359186,33.3916395959019
2016,"Other",2,26.5355578339081,32.0626753975678,33.3636115905168,34.6637829335431,37.8207381370826
